"","Aridity_2020","Elevation","Enhanced_Vegetation_Index_2020","Precipitation_2020","Rainfall_2020","Mean_Temperature_2020","Malaria_Incidence_2020","Malaria_Prevalence_2020"
"464",68.01176453,9.333834648,0.252395153,195.7994843,2135.406494,27.28684998,0.233133629,0.209360749
"465",63.5734024,17.09765625,0.395266175,188.6360474,2256.170654,27.36083603,0.248469129,0.23141022
"466",66.27655029,12.15234375,0.37921688,192.3343353,2424.032715,27.30837822,0.263931334,0.251429886
"467",68.09790802,6.330934525,0.218700752,195.3795166,2207.422852,27.29172516,0.22102204,0.193585232
"468",66.88091278,29.54004097,0.369193643,194.5874481,2153.31958,27.22434998,0.319440007,0.330507249
"469",67.05470276,26.33886719,0.338164717,194.615799,2134.75,27.25412369,0.266339272,0.254068136
"470",69.37856293,24.6640625,0.341971159,200.7300873,2429.276855,27.26753616,0.408521116,0.477587134
"471",62.03664017,20.54296875,0.367614865,186.1063232,2257.714111,27.38563347,0.18651332,0.153425261
"472",69.01570892,28.65332031,0.372785091,200.0437012,2383.947754,27.24704933,0.41084832,0.481882125
"473",68.74974823,17.9375,0.337171465,198.0673065,2296.435791,27.30108643,0.279058784,0.271068901
"474",68.11766052,22.43261528,0.331513464,197.1095581,2278.351563,27.26367188,0.308672607,0.314019054
"475",68.59806824,14.43164063,0.274509609,197.8149261,2437.355713,27.31035995,0.308771044,0.315274119
"476",34.57414627,429.9677734,0.34793973,113.3298645,1185.738037,26.66928482,0.288541079,0.301643401
"477",34.1582756,413.6445313,0.343793213,112.3215256,1167.592407,26.63956833,0.319466561,0.355074376
"478",34.57414627,429.9677734,0.34793973,113.3298645,1185.738037,26.66928482,0.288541079,0.301643401
"479",35.15156555,372.5126953,0.521260977,113.4965286,1301.663208,26.77591133,0.371219039,0.452713847
"480",35.41383362,405.5419922,0.456209332,115.3465271,1231.428345,26.7287178,0.329204887,0.371890098
"481",34.28442764,380.1025391,0.422772437,112.9416962,1232.972412,26.63721085,0.345866263,0.404225081
"482",35.15156555,372.5126953,0.521260977,113.4965286,1301.663208,26.77591133,0.371219039,0.452713847
"483",31.5602684,465.2167969,0.471031129,104.6666718,1285.967041,26.61966133,0.384585172,0.47307831
"484",36.82158279,339.3466797,0.495769799,121.4712677,1276.986328,26.83732605,0.392406046,0.497775793
"485",32.48802948,559.8466797,0.454076439,108.7305527,1280.944336,26.63242149,0.369624704,0.449327826
"486",31.68317604,555.4003906,0.488243848,106.3449097,1283.479492,26.67362595,0.376542956,0.459880799
"487",32.31613159,500.8300781,0.440880954,111.3770447,1367.605591,26.73307419,0.353712291,0.414348155
"488",33.8579483,556.9042969,0.481493503,111.0145874,1303.989746,26.63951111,0.362685561,0.439740986
"489",30.60396194,548.7626953,0.419403195,104.9009247,1206.494995,26.81291962,0.35509634,0.412711352
"490",30.29431343,44.90722275,0.147596568,99.41110992,1250.887695,28.00473213,0.239364699,0.207415089
"491",27.71999168,6.649415016,0.347880214,96.14770508,1278.009033,28.09678841,0.261994869,0.236815631
"492",30.13755989,57.82714844,0.176711708,98.5513916,1235.655396,27.99344635,0.277695924,0.260898054
"493",31.20240021,31.54785156,0.268049926,102.0569458,1335.635132,27.99966812,0.28058517,0.263668627
"494",31.02030754,14.53223228,0.320225835,101.5277786,1370.199341,28.00068092,0.278184205,0.260610819
"495",30.62902451,11.22948837,0.263127714,100.7416687,1447.118408,28.01378822,0.230595917,0.19616206
"496",30.57400131,5.687497616,0.116903663,101.2861099,1522.397461,28.03595161,0.227028191,0.192455962
"497",29.79006767,8.224610329,0.339902222,99.70837402,1233.01709,28.05865288,0.239483356,0.208312526
"498",29.51167107,4.684570789,0.318437934,99.58267975,1331.380249,28.07369804,0.253459007,0.227164894
"499",30.42248726,22.13476372,0.160580292,100.523613,1443.108276,28.02669334,0.213083357,0.173961952
"500",29.99559784,4.112304688,0.298015326,100.5347214,1329.107422,28.06723213,0.222793326,0.186775014
"501",26.95355034,6.27734375,0.348964512,95.21053314,1171.108032,28.10383415,0.273011893,0.252501488
"502",30.47545624,28.83690834,0.20416601,99.9402771,1313.126709,28.00371933,0.237953261,0.205485448
"503",31.38473129,29.39941216,0.311924726,102.586113,1361.619385,27.99865532,0.314030319,0.313424766
"504",29.50954056,6.168945789,0.254815876,99.16819,1227.554932,28.06345558,0.222384542,0.184795737
"505",30.37030983,6.153320313,0.117966466,101.1069489,1324.410767,28.04966736,0.197201207,0.155366942
"506",30.34451294,2.959961653,0.187830776,101.398613,1396.212891,28.06115532,0.20214659,0.161591336
"507",30.51976013,4.501302719,0.151372463,101.8305588,1468.241699,28.05811691,0.219250113,0.182852015
"508",25.98015022,104.0410233,0.378539532,87.97618866,963.9938965,28.17300415,0.351925522,0.335017294
"509",28.0012207,60.06152344,0.480524719,93.33294678,1261.037598,28.05732155,0.342749894,0.325924873
"510",33.13074112,84.71777344,0.432943642,107.3125458,1429.011475,27.98168373,0.365801573,0.376551718
"511",26.50379562,31.43652725,0.402488023,91.9477005,1187.455566,28.12109375,0.308451742,0.277870625
"512",31.41701889,43.63281631,0.336755931,102.3916702,1353.31604,27.98919296,0.320636302,0.323163033
"513",31.43384552,29.95507813,0.381817222,102.404213,1359.681885,27.96853256,0.328703791,0.305279374
"514",28.19869995,84.08985138,0.285871148,94.05400848,1019.603699,28.0225544,0.334055215,0.31071201
"515",28.22420311,102.5498123,0.484127492,93.56617737,1230.088745,28.04991341,0.436314076,0.461159974
"516",31.48857117,73.40722656,0.491752833,103.4585495,1421.825562,27.91675377,0.500961185,0.653229713
"517",25.71313858,84.16699219,0.418700248,87.68804932,1200.996582,28.14887238,0.347616583,0.330528587
"518",32.11315918,49.59667969,0.491610885,104.7896271,1406.698364,27.95251846,0.472834289,0.583846092
